Price,Make,Model,Year,Mileage,Engine_size,Fuel_type,Transmission,Drive,Body_type
27600,TOYOTA,HIGHLANDER,2020,6524,2.5,hybrid,automatic,4x4,suv
12000,TOYOTA,AURIS,2017,182000,1.4,diesel,manual,front,universal
13700,FORD,MONDEO,2017,128640,2,hybrid,automatic,front,hatchback
6000,CHEVROLET,TRAX,2020,5000,1.4,benzin,automatic,4x4,crossover
20000,MITSUBISHI,OUTLANDER,2020,20000,2,hybrid,automatic,4x4,crossover
7600,VOLKSWAGEN,JETTA,2015,94000,1.4,hybrid,automatic,front,sedan
9550,CHEVROLET,MALIBU,2018,30000,1.8,hybrid,automatic,front,sedan
14600,FORD,MONDEO,2017,181000,1.4,diesel,manual,front,universal
28000,MERCEDES,GLC,2016,120000,2,benzin,automatic,4x4,crossover
14000,VOLKSWAGEN,TRANSPORTER,2015,185000,2,diesel,manual,front,minivan
12400,CADILLAC,ATS,2018,9000,2,benzin,automatic,rear,sedan
22900,LEXUS,NX,2017,61250,1.9,benzin,automatic,front,crossover
9900,TOYOTA,PRIUS,2018,106637,1.8,hybrid,automatic,front,hatchback
12200,MERCEDES,E-CLASS,2017,55035,2,benzin,automatic,rear,roadster
25300,BMW,3 SERIES,2019,55551,1.9,benzin,automatic,rear,sedan
14480,TOYOTA,COROLLA,2020,53076,1.8,hybrid,automatic,front,sedan
42100,BMW,I8,2015,222357,1.5,hybrid,automatic,rear,coupe
11150,FORD,FUSION,2016,126960,2,hybrid,automatic,front,sedan
48400,LEXUS,RX,2018,44796,3.5,hybrid,automatic,front,crossover
14600,HONDA,CR-V,2018,23315,1.5,benzin,automatic,4x4,crossover
19000,BMW,6 SERIES,2015,93200,3,benzin,automatic,4x4,coupe
8500,FORD,C-MAX,2016,79,2,benzin,automatic,front,hatchback
16490,RENAULT,KADJAR,2017,75000,1.5,diesel,automatic,front,crossover
15990,FORD,FUSION,2016,144000,2,hybrid,automatic,front,sedan
9950,TOYOTA,PRIUS,2015,98000,1.8,hybrid,automatic,front,hatchback
45000,MERCEDES,GLE,2018,74000,2.2,diesel,automatic,4x4,crossover
16490,RENAULT,GRAND ESPACE,2016,159000,1.6,diesel,automatic,front,minivan
16500,HYUNDAI,TUCSON,2017,84000,2,benzin,automatic,4x4,suv
15990,FORD,MONDEO,2016,144000,2,hybrid,automatic,front,sedan
11000,HONDA,INSIGHT,2018,59800,1.5,hybrid,automatic,front,hatchback
9300,FORD,ECOSPORT,2018,7978,2,benzin,automatic,4x4,crossover
12500,KIA,OPTIMA,2016,70000,1.6,benzin,automatic,front,sedan
23900,HYUNDAI,SANTA FE,2018,49152,1.9,diesel,automatic,front,crossover
8200,FORD,ECOSPORT,2015,55600,1.5,benzin,manual,front,suv
13500,TOYOTA,PRIUS,2016,30000,1.8,hybrid,automatic,front,hatchback
5500,DACIA,LOGAN,2015,140000,1.2,benzin,manual,front,sedan
11320,SKODA,OCTAVIA,2017,124000,1,benzin,manual,front,sedan
20000,MERCEDES,A-CLASS,2020,11000,2,benzin,automatic,4x4,sedan
7500,RENAULT,MEGANE,2015,222300,1.5,diesel,manual,front,universal
15500,OPEL,INSIGNIA,2018,145000,1.6,diesel,automatic,front,sedan
19999,RENAULT,ZOE,2020,11000,1,electric,automatic,front,hatchback
17499,NISSAN,LEAF,2018,17000,1,electric,cvt,front,hatchback
22500,NISSAN,QASHQAI,2019,15608,1.7,diesel,automatic,4x4,suv
9300,HONDA,CIVIC,2018,35500,2,benzin,automatic,front,hatchback
17990,FORD,MONDEO,2018,30000,2,benzin,automatic,front,universal
12099,NISSAN,QASHQAI,2016,181000,1.5,diesel,manual,front,crossover
24600,MERCEDES,B CLASS,2019,50000,1.4,diesel,automatic,rear,microvan
29300,MERCEDES,E-CLASS,2016,51000,1.9,diesel,automatic,rear,sedan
29000,BMW,X5,2018,33800,2,hybrid,automatic,4x4,crossover
18599,SSANGYONG,KORANDO,2019,74000,1.5,diesel,automatic,front,crossover
11600,BMW,3 SERIES,2016,35200,2,benzin,automatic,4x4,sedan
14050,HONDA,CR-V,2017,24301,1.5,benzin,automatic,4x4,crossover
14800,HONDA,CR-V,2017,50236,1.5,benzin,automatic,4x4,crossover
16400,HONDA,CR-V,2017,27414,1.5,benzin,automatic,4x4,crossover
7800,FORD,FIESTA,2015,120000,1.5,diesel,manual,front,hatchback
29900,MERCEDES,E-CLASS,2016,51000,1.9,diesel,automatic,rear,sedan
24600,MERCEDES,B CLASS,2019,50000,1.4,diesel,automatic,front,microvan
41000,AUDI,A7,2015,79000,3,diesel,automatic,4x4,sedan
43000,LEXUS,RX,2016,50000,3.5,hybrid,automatic,4x4,crossover
13900,FORD,MUSTANG,2015,52300,2.3,benzin,automatic,rear,coupe
11700,FORD,EDGE,2017,80000,2,benzin,automatic,front,crossover
7400,VOLKSWAGEN,JETTA,2015,103000,1.4,benzin,automatic,front,sedan
21000,NISSAN,TITAN,2016,129400,5,diesel,automatic,4x4,pickup
35300,LAND ROVER,DISCOVERY,2018,39000,3,diesel,automatic,4x4,crossover
8600,FORD,FUSION,2015,76500,2,hybrid,cvt,front,sedan
12500,PEUGEOT,5008,2015,114000,1.6,diesel,manual,front,minivan
21600,KIA,SORENTO,2018,130000,2,diesel,automatic,front,suv
19800,KIA,SORENTO,2017,154000,2,diesel,automatic,front,suv
14200,BMW,5 SERIES,2016,45000,2,benzin,automatic,4x4,sedan
45200,AUDI,Q8,2019,14200,3,benzin,automatic,4x4,crossover
16300,CHEVROLET,CAPTIVA,2015,47000,2.2,diesel,automatic,4x4,crossover
23000,FORD,MUSTANG,2020,23000,2.2,benzin,automatic,rear,coupe
7500,RENAULT,MEGANE,2015,222300,1.5,diesel,manual,front,universal
9500,TOYOTA,AVALON,2019,17800,2.5,benzin,automatic,front,sedan
5000,LEXUS,CT,2017,24500,1.8,benzin,automatic,front,hatchback
11300,TOYOTA,PRIUS,2016,266000,1.8,benzin,automatic,front,sedan
18700,TOYOTA,COROLLA,2020,28000,1.8,hybrid,cvt,front,sedan
13550,NISSAN,QASHQAI,2016,166000,1.5,diesel,manual,front,crossover
11500,AUDI,Q3,2021,20000,2,benzin,automatic,front,crossover
7999,FORD,ESCAPE,2017,80300,1.5,benzin,automatic,front,crossover
12000,BMW,5 SERIES,2016,56400,2,benzin,automatic,rear,sedan
23000,MERCEDES,C CLASS,2016,220000,2.2,diesel,automatic,rear,universal
28000,TOYOTA,AVALON,2019,32121,2.5,hybrid,automatic,front,sedan
20999,SKODA,SUPERB,2016,186000,2,diesel,automatic,front,sedan
5000,CITROEN,C3,2015,1000,1,diesel,manual,rear,convertible
23000,MERCEDES,GLB,2020,27000,1.9,benzin,automatic,4x4,crossover
48000,BMW,X7,2019,6000,3,benzin,automatic,4x4,crossover
14100,BMW,3 SERIES,2015,67000,2,benzin,automatic,4x4,sedan
22000,MITSUBISHI,OUTLANDER,2018,38000,2,hybrid,cvt,4x4,crossover
18150,HYUNDAI,SANTA FE,2017,135572,2,diesel,automatic,front,suv
9900,TOYOTA,AURIS,2016,180000,1.8,hybrid,automatic,front,universal
14399,VOLKSWAGEN,PASSAT,2017,80000,2,benzin,automatic,front,sedan
18499,FORD,FUSION,2017,37000,2,hybrid,automatic,front,sedan
20500,TOYOTA,RAV4,2017,95000,2.5,hybrid,automatic,front,crossover
13500,TOYOTA,AURIS,2015,83700,1.8,hybrid,cvt,front,hatchback
8800,TOYOTA,AURIS,2015,195,1.4,diesel,manual,front,universal
15500,VOLVO,S60,2015,57500,1.6,diesel,automatic,front,sedan
14600,TOYOTA,PRIUS PRIME,2018,47000,1.8,hybrid,automatic,front,hatchback
15400,BMW,4 SERIES,2015,160000,2,benzin,automatic,4x4,sedan
31000,VOLVO,V90,2017,94000,1.9,diesel,automatic,4x4,universal
49000,MERCEDES,V-CLASS,2016,22300,2.1,diesel,automatic,rear,minivan
39699,AUDI,Q7,2017,101000,3,benzin,automatic,4x4,crossover
21000,NISSAN,LEAF,2019,50,1,electric,cvt,front,hatchback
7299,SKODA,RAPID,2016,150000,1.4,diesel,manual,front,sedan
28900,NISSAN,NAVARA,2019,20,2.5,diesel,automatic,4x4,pickup
22500,FORD,EDGE,2016,147000,2,diesel,automatic,4x4,crossover
75900,BMW,X5,2020,2500,1.9,diesel,automatic,4x4,crossover
28500,NISSAN,MURANO,2018,90,2.5,hybrid,automatic,4x4,crossover
18100,KIA,SPORTAGE,2015,89000,2,diesel,automatic,front,crossover
10800,VOLKSWAGEN,POLO,2019,47800,1.6,benzin,automatic,front,sedan
8499,RENAULT,GRAND SCENIC,2015,137700,1.5,diesel,manual,front,minivan
21202,VOLVO,XC 60,2016,167000,2.4,diesel,automatic,4x4,crossover
5600,DACIA,LOGAN MCV,2015,155000,1.5,diesel,manual,front,universal
14450,HYUNDAI,CRETA,2017,45000,1.6,benzin,automatic,front,crossover
13600,CHEVROLET,TRAX,2018,33000,1.8,benzin,automatic,4x4,crossover
14650,SUZUKI,VITARA,2017,37000,1.6,benzin,automatic,front,crossover
12500,RENAULT,KADJAR,2016,204580,1.5,diesel,automatic,front,crossover
12900,RENAULT,KADJAR,2018,63000,1.2,benzin,automatic,front,crossover
15500,TOYOTA,PRIUS PRIME,2016,115000,1.8,hybrid,cvt,front,hatchback
7200,VOLKSWAGEN,JETTA,2016,64000,1.7,benzin,manual,front,sedan
35000,BMW,X3,2018,25000,2,benzin,automatic,4x4,crossover
11750,TOYOTA,AURIS,2017,208211,1.8,hybrid,automatic,front,universal
11500,FORD,FUSION,2018,52000,1.5,benzin,automatic,front,sedan
9800,FORD,MONDEO,2015,177623,1.5,diesel,manual,front,universal
7050,SKODA,RAPID,2016,123,1.4,diesel,manual,front,sedan
15499,FORD,FUSION,2016,95000,2,hybrid,automatic,front,sedan
9997,VOLKSWAGEN,PASSAT,2015,62000,1.7,benzin,automatic,front,sedan
20700,VOLKSWAGEN,PASSAT,2020,39000,2,benzin,automatic,front,sedan
21000,JAGUAR,XE,2015,165000,2,diesel,automatic,rear,sedan
7200,MITSUBISHI,SPACE STAR,2015,156000,1,benzin,manual,front,hatchback
17200,BMW,X3,2015,141000,2,benzin,automatic,4x4,crossover
64500,MERCEDES,GLE,2019,21400,3,benzin,automatic,4x4,coupe
11750,NISSAN,QASHQAI,2015,155000,1.5,diesel,manual,front,crossover
17490,NISSAN,QASHQAI,2018,153000,1.6,diesel,automatic,front,crossover
14600,SKODA,OCTAVIA,2017,174000,1.6,diesel,automatic,front,sedan
14999,VOLKSWAGEN,PASSAT,2015,160452,2,diesel,manual,4x4,universal
29000,MERCEDES,E-CLASS,2016,189635,2,diesel,automatic,rear,sedan
20500,VOLKSWAGEN,GOLF,2016,93000,2,benzin,manual,4x4,hatchback
6999,RENAULT,MEGANE,2015,200000,1.5,diesel,manual,front,universal
6800,FORD,FOCUS,2015,139000,1,benzin,manual,front,universal
12800,TOYOTA,CAMRY,2015,187000,2.5,hybrid,automatic,front,sedan
15750,TOYOTA,CAMRY,2017,47060,2.5,hybrid,automatic,front,sedan
17499,SKODA,OCTAVIA,2016,182000,2,diesel,automatic,front,sedan
6999,SKODA,FABIA,2015,170000,1.4,diesel,manual,front,universal
12999,TOYOTA,CAMRY,2015,172000,2.5,hybrid,automatic,front,sedan
14500,VOLKSWAGEN,GOLF,2015,61000,2,benzin,automatic,front,hatchback
11800,VOLKSWAGEN,PASSAT,2015,85000,1.8,benzin,automatic,front,sedan
14300,RENAULT,KADJAR,2017,134500,1.5,diesel,automatic,front,crossover
33000,TOYOTA,LAND CRUISER PRADO,2017,80000,2.8,diesel,automatic,4x4,crossover
19400,BMW,5 SERIES,2015,199000,2,diesel,automatic,rear,sedan
31980,BMW,X5,2016,173000,2,diesel,automatic,4x4,crossover
22880,LEXUS,NX,2015,160000,2.5,hybrid,automatic,4x4,crossover
10980,DACIA,DUSTER,2019,59000,1.6,benzin,manual,front,crossover
18500,HONDA,CR-V,2018,25000,1.4,benzin,automatic,4x4,crossover
22999,FORD,ESCAPE,2020,9500,1.5,benzin,automatic,4x4,crossover
21000,AUDI,ALLROAD,2016,18,2,diesel,automatic,4x4,crossover
19499,BMW,3 SERIES,2018,45000,2,hybrid,automatic,rear,sedan
16500,BMW,4 SERIES,2015,200000,2,benzin,automatic,rear,coupe
43999,AUDI,Q7,2015,190000,3,diesel,automatic,4x4,crossover
11500,TOYOTA,PRIUS V,2015,126000,1.8,hybrid,automatic,front,universal
12999,RENAULT,GRAND SCENIC,2017,70000,1.5,diesel,automatic,front,minivan
99900,PORSCHE,PANAMERA,2020,27000,3,benzin,automatic,4x4,hatchback
9500,DACIA,LODGY,2017,123000,1.5,diesel,manual,front,universal
11900,NISSAN,QASHQAI,2016,132650,1.5,diesel,manual,front,crossover
9500,RENAULT,MEGANE,2017,180560,1.4,diesel,robot,front,universal
32000,TOYOTA,FORTUNER,2020,40,2.4,diesel,automatic,4x4,crossover
28500,JAGUAR,XE,2020,10,2,benzin,automatic,rear,sedan
53900,AUDI,Q7 E-TRON,2016,116000,3,hybrid,automatic,4x4,crossover
11000,HYUNDAI,SONATA,2018,179550,1.9,gas/benzin,automatic,front,sedan
29999,BMW,X5,2016,55000,1.9,hybrid,automatic,4x4,crossover
32900,VOLKSWAGEN,MULTIVAN,2017,82608,2,diesel,automatic,front,microvan
5700,DACIA,LOGAN,2017,154000,1.5,diesel,manual,front,sedan
18350,TOYOTA,C-HR,2018,167000,1.8,hybrid,automatic,front,hatchback
13490,DACIA,DUSTER,2019,81000,1.5,diesel,manual,front,crossover
25400,LEXUS,NX,2015,134000,2.5,hybrid,automatic,4x4,crossover
16990,SKODA,SUPERB,2016,149000,1.6,diesel,automatic,front,sedan
13900,RENAULT,KADJAR,2017,188000,1.5,diesel,automatic,front,crossover
12700,NISSAN,QASHQAI,2015,131000,1.5,diesel,manual,front,crossover
12800,TOYOTA,AURIS,2016,168000,1.8,hybrid,automatic,front,hatchback
14300,RENAULT,KADJAR,2016,173000,1.5,diesel,automatic,front,crossover
13300,MERCEDES,A-CLASS,2016,158000,1.5,diesel,automatic,front,hatchback
14499,SKODA,SUPERB,2015,165500,2,diesel,automatic,front,sedan
24300,MERCEDES,B-CLASS,2019,15000,1.3,benzin,automatic,front,hatchback
16000,KIA,SPORTAGE,2017,162000,1.6,diesel,automatic,front,crossover
14999,KIA,NIRO,2017,17100,1.6,hybrid,automatic,front,crossover
67000,PORSCHE,CAYENNE,2016,200000,4.2,diesel,automatic,4x4,crossover
13700,VOLKSWAGEN,TIGUAN,2017,100000,2,benzin,automatic,4x4,crossover
12900,SKODA,OCTAVIA,2017,153700,1.5,diesel,manual,front,sedan
26650,MERCEDES,E-CLASS,2018,210000,2,diesel,automatic,rear,sedan
9000,DACIA,DUSTER,2017,120000,1.5,diesel,manual,4x4,crossover
20900,HYUNDAI,SANTA FE,2015,139000,2.1,diesel,automatic,4x4,crossover
57500,MERCEDES,S-CLASS,2016,49000,2.9,benzin,automatic,4x4,coupe
6500,FORD,TRANSIT CONNECT,2015,191421,1.6,diesel,manual,front,convertible
16950,KIA,SPORTAGE,2018,69000,1.6,benzin,automatic,front,crossover
12300,AUDI,A5,2015,57000,2,benzin,automatic,4x4,cabriolet
15900,HYUNDAI,TUCSON,2018,73000,2,benzin,automatic,front,crossover
19999,HONDA,CR-V,2018,58000,1.5,benzin,automatic,4x4,crossover
16000,FORD,FUSION,2018,84000,2,hybrid,automatic,front,sedan
24900,SKODA,SUPERB,2018,50000,2,benzin,automatic,front,sedan
11100,FORD,ESCAPE,2017,153742,1.5,benzin,automatic,front,crossover
28500,NISSAN,MURANO,2018,90,2.5,hybrid,automatic,4x4,crossover
15700,MERCEDES,E-CLASS,2015,200,2,gas/benzin,automatic,rear,sedan
20700,AUDI,Q5,2017,50000,2,benzin,automatic,4x4,crossover
63500,PORSCHE,CAYENNE,2017,77000,4.2,diesel,automatic,4x4,crossover
16500,BMW,5 SERIES,2015,84000,2,benzin,manual,rear,sedan
7700,SKODA,FABIA,2016,167000,1.4,diesel,manual,front,universal
14900,RENAULT,KADJAR,2016,140000,1.5,diesel,manual,front,crossover
12800,HYUNDAI,ELANTRA,2017,99760,2,hybrid,automatic,front,sedan
14400,RENAULT,KADJAR,2017,176200,1.4,diesel,automatic,front,crossover
18800,TOYOTA,C-HR,2018,101000,1.8,hybrid,automatic,front,crossover
21999,SKODA,SUPERB,2017,143008,2,benzin,automatic,4x4,sedan
8999,SKODA,RAPID,2016,118271,1.4,diesel,manual,front,sedan
6950,PEUGEOT,EXPERT,2015,160000,2,diesel,manual,front,wagon
9999,TOYOTA,AURIS,2015,150765,1.4,diesel,manual,front,universal
15699,RENAULT,ESPACE,2015,135771,1.6,diesel,automatic,front,minivan
20400,SKODA,SUPERB,2016,165000,2,diesel,automatic,4x4,sedan
43900,JEEP,WRANGLER,2019,4700,2.2,diesel,automatic,4x4,crossover
11799,FORD,C-MAX,2016,115000,2,hybrid,automatic,front,minivan
45000,MERCEDES,GLE,2018,59000,2.1,diesel,automatic,4x4,crossover
10950,OPEL,MOKKA,2015,83000,1.4,benzin,automatic,front,crossover
7550,TOYOTA,AURIS,2016,74111,1.3,benzin,manual,front,universal
9300,TOYOTA,AURIS,2015,160600,1.4,diesel,manual,front,universal
16500,MITSUBISHI,OUTLANDER,2015,167000,2,hybrid,automatic,4x4,crossover
40000,MERCEDES,E-CLASS,2017,94000,1.9,diesel,automatic,4x4,sedan
22500,TOYOTA,CAMRY,2019,59680,2.5,hybrid,automatic,front,sedan
8450,RENAULT,GRAND SCENIC,2015,125000,1.5,diesel,manual,front,minivan
10450,RENAULT,TALISMAN,2017,190000,1.5,diesel,manual,front,wagon
19000,LEXUS,IS,2015,44000,2.4,hybrid,automatic,rear,sedan
7950,DACIA,LOGAN MCV,2017,112000,1.5,diesel,manual,front,universal
7300,RENAULT,MEGANE,2015,144000,1.4,diesel,automatic,front,universal
7200,RENAULT,KANGOO,2015,137000,1.5,diesel,manual,front,universal
47499,PORSCHE,MACAN,2017,59000,3,benzin,automatic,4x4,crossover
29899,VOLVO,XC 90,2017,197000,2,diesel,automatic,4x4,crossover
33150,BMW,5 SERIES,2019,40000,1.9,diesel,automatic,rear,sedan
18499,KIA,OPTIMA,2017,15000,2,hybrid,automatic,front,sedan
9199,VOLKSWAGEN,POLO,2016,60054,1.6,benzin,manual,front,sedan
15199,KIA,NIRO,2018,83553,1.6,hybrid,automatic,front,universal
15699,SKODA,SUPERB,2016,172670,2,diesel,manual,front,sedan
16399,HYUNDAI,ELANTRA,2020,13231,1.6,benzin,automatic,front,sedan
27999,MERCEDES,E-CLASS,2017,1,2,diesel,automatic,4x4,sedan
26499,LEXUS,UX,2019,11959,2,hybrid,automatic,4x4,crossover
12999,VOLKSWAGEN,GOLF,2015,153865,1.4,hybrid,automatic,front,hatchback
14499,KIA,NIRO,2017,219916,1.6,hybrid,automatic,front,crossover
23000,VOLKSWAGEN,TIGUAN,2016,142398,2,diesel,automatic,4x4,crossover
32900,LEXUS,ES,2018,34513,2.5,hybrid,automatic,front,sedan
13999,VOLKSWAGEN,PASSAT,2016,112029,1.4,benzin,automatic,front,sedan
12200,TOYOTA,AURIS,2017,36912,1.4,benzin,manual,front,hatchback
18999,LINCOLN,MKZ,2016,75426,2,hybrid,automatic,front,sedan
17000,TOYOTA,RAV4,2015,164089,2.2,diesel,automatic,4x4,crossover
19000,VOLKSWAGEN,PASSAT,2016,69884,1.8,benzin,automatic,front,sedan
16500,HYUNDAI,ELANTRA,2019,22000,1.6,benzin,automatic,front,sedan
25500,HYUNDAI,SANTA FE,2017,62000,2.2,diesel,automatic,4x4,crossover
17199,TOYOTA,RAV4,2015,162140,2.2,diesel,automatic,4x4,crossover
12890,RENAULT,CAPTUR,2018,132856,1.5,diesel,automatic,front,crossover
27500,AUDI,Q5,2017,61347,2,benzin,automatic,4x4,crossover
13900,FORD,FUSION,2016,119000,2,hybrid,cvt,front,sedan
15600,HONDA,ACCORD,2019,8200,1.5,benzin,automatic,front,sedan
8900,FIAT,500,2015,110000,1.4,benzin,automatic,front,hatchback
24400,VOLVO,XC 60,2017,168100,2.4,diesel,automatic,4x4,crossover
11500,RENAULT,TALISMAN,2016,92000,1.4,diesel,manual,front,sedan
10499,CHEVROLET,CRUZE,2016,20000,1.4,benzin,automatic,front,sedan
22700,TOYOTA,RAV4,2017,147200,2.4,hybrid,automatic,4x4,crossover
19200,TOYOTA,C-HR,2017,21700,1.7,hybrid,automatic,front,crossover
23700,TOYOTA,RAV4,2018,129800,2.4,hybrid,automatic,4x4,crossover
15500,KIA,CERATO,2019,21490,1.5,benzin,automatic,front,sedan
12850,HYUNDAI,SONATA,2018,165300,1.9,gas/benzin,automatic,front,sedan
19900,HYUNDAI,GRANDEUR,2017,125270,2.1,diesel,automatic,front,sedan
10500,VOLKSWAGEN,GOLF,2015,36000,1.2,benzin,automatic,front,hatchback
32500,MERCEDES,GLE,2016,168000,2.2,diesel,automatic,4x4,crossover
25900,HONDA,CR-V,2020,5600,1.4,benzin,automatic,4x4,crossover
18900,KIA,SPORTAGE,2019,24000,1.6,benzin,automatic,front,crossover
18300,TOYOTA,C-HR,2017,125200,1.8,hybrid,automatic,front,crossover
13995,NISSAN,QASHQAI,2017,133500,1.6,diesel,automatic,front,crossover
12890,NISSAN,QASHQAI,2016,145000,1.2,benzin,automatic,front,crossover
15995,NISSAN,QASHQAI,2018,135200,1.5,diesel,manual,front,crossover
15300,FORD,KUGA,2018,111700,1.5,diesel,automatic,front,crossover
23500,SKODA,SUPERB,2017,153,2,diesel,automatic,front,sedan
13850,DACIA,DUSTER,2021,5500,1.5,diesel,manual,front,crossover
16950,AUDI,A4,2016,124700,1.4,benzin,automatic,front,sedan
29650,BMW,5 SERIES,2017,80000,2,hybrid,automatic,4x4,sedan
13790,NISSAN,QASHQAI,2018,141700,1.5,diesel,manual,front,crossover
13490,TOYOTA,AURIS,2018,75700,1.8,hybrid,automatic,front,hatchback
18250,KIA,SPORTAGE,2015,79000,2,diesel,automatic,front,crossover
7950,FORD,FOCUS,2015,145700,1.5,diesel,manual,front,universal
15490,INFINITI,Q SERIES,2017,91000,1.5,diesel,automatic,front,crossover
26500,TOYOTA,HILUX,2016,115000,2.4,diesel,manual,4x4,pickup
27700,BMW,X3,2019,11000,2,benzin,automatic,rear,crossover
20999,KIA,STINGER,2018,85000,1.9,benzin,automatic,rear,sedan
18499,FORD,FUSION,2017,37000,1.9,hybrid,automatic,front,sedan
25800,MERCEDES,GLC,2017,57000,2,benzin,automatic,4x4,crossover
17500,JAGUAR,XF,2017,33000,2,benzin,automatic,rear,sedan
9300,RENAULT,CAPTUR,2015,113300,1.5,diesel,manual,front,hatchback
16999,MITSUBISHI,ECLIPSE CROSS,2018,88345,1.5,benzin,automatic,4x4,crossover
15999,MERCEDES,VITO,2015,238000,1,diesel,manual,front,minivan
11999,SKODA,OCTAVIA,2017,93000,1,benzin,automatic,front,sedan
12500,RENAULT,KADJAR,2016,203580,1.5,diesel,automatic,front,crossover
10000,RENAULT,MEGANE,2017,141000,1.4,diesel,manual,front,universal
28999,BMW,5 SERIES,2018,105980,2,hybrid,automatic,rear,sedan
17300,HYUNDAI,SONATA,2017,33000,2,hybrid,automatic,front,sedan
14999,RENAULT,KADJAR,2018,155000,1.4,diesel,automatic,front,crossover
16999,KIA,SPORTAGE,2017,52256,1.6,benzin,manual,front,crossover
20990,HYUNDAI,SANTA FE,2017,16500,2,benzin,automatic,front,crossover
15500,RENAULT,KADJAR,2018,11000,1.2,benzin,automatic,front,crossover
16500,MERCEDES,E-CLASS,2015,117000,2.2,diesel,automatic,rear,universal
11999,SKODA,OCTAVIA,2016,198000,1.6,diesel,manual,front,sedan
31500,VOLVO,XC 40,2018,60000,1.9,diesel,automatic,4x4,crossover
9550,VOLKSWAGEN,PASSAT,2015,71000,1.8,benzin,automatic,front,sedan
12800,LEXUS,CT,2015,83634,1.8,hybrid,automatic,front,hatchback
14350,SKODA,OCTAVIA,2015,180800,2,diesel,automatic,4x4,universal
12300,VOLKSWAGEN,POLO,2019,2300,1.5,benzin,automatic,front,sedan
2400,DACIA,LOGAN,2016,600000,1,gas/benzin,manual,front,sedan
7699,SKODA,FABIA,2016,167000,1.4,diesel,manual,front,universal
10990,DACIA,DUSTER,2017,64500,1.4,diesel,automatic,front,crossover
39500,MERCEDES,GLC,2018,26000,2.2,diesel,automatic,4x4,crossover
13999,FORD,FUSION,2016,126000,2,hybrid,automatic,front,sedan
9000,SKODA,RAPID,2017,157000,1.4,diesel,automatic,front,hatchback
18990,HYUNDAI,SANTA FE,2016,133000,2,diesel,automatic,front,crossover
16850,KIA,SPORTAGE,2017,120000,2,diesel,automatic,front,crossover
16299,VOLVO,XC 60,2015,160000,2,diesel,automatic,front,crossover
16900,TOYOTA,RAV4,2016,62000,1.9,benzin,robot,front,crossover
17500,VOLKSWAGEN,PASSAT,2015,210000,2,diesel,automatic,4x4,universal
9420,VOLKSWAGEN,JETTA,2016,66000,1.4,benzin,automatic,front,sedan
19800,TOYOTA,RAV4,2016,153000,2.5,hybrid,automatic,front,crossover
18990,HYUNDAI,TUCSON,2015,108026,1.9,diesel,automatic,front,crossover
20000,VOLKSWAGEN,GOLF,2018,20000,2,diesel,automatic,front,hatchback
19500,HONDA,CR-V,2016,100000,1.6,diesel,automatic,4x4,crossover
10000,VOLKSWAGEN,PASSAT,2015,67752,1.7,benzin,automatic,front,sedan
20299,TOYOTA,RAV4,2016,98000,2.4,hybrid,automatic,4x4,crossover
16600,HYUNDAI,TUCSON,2016,29800,1.7,diesel,automatic,front,crossover
11500,RENAULT,CAPTUR,2016,158900,1.5,diesel,automatic,front,crossover
8200,RENAULT,SCENIC,2015,185000,1.5,diesel,manual,front,minivan
10499,VOLKSWAGEN,JETTA,2017,33000,1.4,benzin,automatic,front,sedan
10999,FORD,MONDEO,2016,215056,1.5,diesel,manual,front,universal
14200,SKODA,OCTAVIA,2016,122000,2,diesel,manual,front,sedan
12800,MINI,CLUBMAN,2016,51000,1.5,benzin,automatic,front,convertible
7600,RENAULT,MEGANE,2015,210000,1.5,diesel,manual,front,universal
15500,TOYOTA,CAMRY,2015,100000,2.5,hybrid,automatic,front,sedan
16750,TOYOTA,C-HR,2018,114000,1.8,hybrid,automatic,front,crossover
9799,DACIA,DUSTER,2016,165000,1.5,diesel,manual,4x4,hatchback
8999,BMW,1 SERIES,2015,11111,1.5,benzin,manual,rear,hatchback
13300,BMW,3 SERIES,2015,97000,2,benzin,automatic,rear,sedan
15499,FORD,FUSION,2016,94407,2,hybrid,automatic,front,sedan
6990,SKODA,FABIA,2016,170500,1.4,diesel,manual,front,hatchback
8999,DACIA,LOGAN MCV,2019,108700,1.5,diesel,manual,front,universal
14500,RENAULT,KADJAR,2017,141700,1.5,diesel,automatic,front,crossover
11999,DACIA,DUSTER,2016,129000,1.5,diesel,manual,4x4,crossover
11400,FORD,TRANSIT CONNECT,2016,164000,1.5,diesel,manual,front,minivan
19990,MITSUBISHI,OUTLANDER,2018,111000,2,hybrid,automatic,4x4,crossover
19490,SKODA,SUPERB,2016,201000,2,diesel,automatic,4x4,sedan
13349,MERCEDES,A-CLASS,2017,163900,1.4,diesel,automatic,front,hatchback
16700,VOLKSWAGEN,GOLF,2018,25500,2,benzin,automatic,front,hatchback
13999,HYUNDAI,IONIQ,2016,173000,1.6,hybrid,automatic,front,hatchback
10200,TOYOTA,AURIS,2015,164000,1.4,diesel,manual,front,hatchback
7200,SKODA,RAPID,2016,147000,1.4,diesel,manual,front,hatchback
11890,NISSAN,QASHQAI,2016,159500,1.5,diesel,manual,front,crossover
16790,PEUGEOT,3008,2018,145000,1.5,diesel,automatic,front,crossover
14500,RENAULT,KADJAR,2017,191000,1.5,diesel,automatic,front,crossover
